faa,name,lat,lon,,,,,,
MFI,Marshfield Municipal Airport,44.6368797,-90.1893267,,''MFI''=''Marshfield Municipal Airport'',,"""","MFI""= ""Marshfield Municipal Airport ""","""MFI""= ""Marshfield Municipal Airport """
MFR,Rogue Valley Intl Medford,42.374228,-122.8735,,''MFR''=''Rogue Valley Intl Medford'',,"""","MFR""= ""Rogue Valley Intl Medford ""","""MFR""= ""Rogue Valley Intl Medford """
MGC,Michigan City Municipal Airport,41.7033,-86.8211,,''MGC''=''Michigan City Municipal Airport'',,"""","MGC""= ""Michigan City Municipal Airport ""","""MGC""= ""Michigan City Municipal Airport """
MGE,Dobbins Arb,33.915382,-84.516319,,''MGE''=''Dobbins Arb'',,"""","MGE""= ""Dobbins Arb ""","""MGE""= ""Dobbins Arb """
MGJ,Orange County Airport,41.5099884,-74.2646444,,''MGJ''=''Orange County Airport'',,"""","MGJ""= ""Orange County Airport ""","""MGJ""= ""Orange County Airport """
MGM,Montgomery Regional Airport,32.3006389,-86.3939722,,''MGM''=''Montgomery Regional Airport'',,"""","MGM""= ""Montgomery Regional Airport ""","""MGM""= ""Montgomery Regional Airport """
MGR,Moultrie Municipal Airport,31.0849167,-83.80325,,''MGR''=''Moultrie Municipal Airport'',,"""","MGR""= ""Moultrie Municipal Airport ""","""MGR""= ""Moultrie Municipal Airport """
MGW,Morgantown Muni Walter L Bill Hart Fld,39.642908,-79.916314,,''MGW''=''Morgantown Muni Walter L Bill Hart Fld'',,"""","MGW""= ""Morgantown Muni Walter L Bill Hart Fld ""","""MGW""= ""Morgantown Muni Walter L Bill Hart Fld """
MGY,Dayton-Wright Brothers Airport,39.5889722,-84.2248611,,''MGY''=''Dayton-Wright Brothers Airport'',,"""","MGY""= ""Dayton-Wright Brothers Airport ""","""MGY""= ""Dayton-Wright Brothers Airport """
MHK,Manhattan Reigonal,39.140972,-96.670833,,''MHK''=''Manhattan Reigonal'',,"""","MHK""= ""Manhattan Reigonal ""","""MHK""= ""Manhattan Reigonal """
MHM,Minchumina Airport,63.886111,-152.301944,,''MHM''=''Minchumina Airport'',,"""","MHM""= ""Minchumina Airport ""","""MHM""= ""Minchumina Airport """
MHR,Sacramento Mather,38.553897,-121.297592,,''MHR''=''Sacramento Mather'',,"""","MHR""= ""Sacramento Mather ""","""MHR""= ""Sacramento Mather """
MHT,Manchester Regional Airport,42.932556,-71.435667,,''MHT''=''Manchester Regional Airport'',,"""","MHT""= ""Manchester Regional Airport ""","""MHT""= ""Manchester Regional Airport """
MHV,Mojave,35.059364,-118.151856,,''MHV''=''Mojave'',,"""","MHV""= ""Mojave ""","""MHV""= ""Mojave """
MIA,Miami Intl,25.79325,-80.290556,,''MIA''=''Miami Intl'',,"""","MIA""= ""Miami Intl ""","""MIA""= ""Miami Intl """
MIB,Minot Afb,48.415572,-101.357661,,''MIB''=''Minot Afb'',,"""","MIB""= ""Minot Afb ""","""MIB""= ""Minot Afb """
MIE,Delaware County Airport,40.2424722,-85.39575,,''MIE''=''Delaware County Airport'',,"""","MIE""= ""Delaware County Airport ""","""MIE""= ""Delaware County Airport """
MIV,Millville Muni,39.367806,-75.072222,,''MIV''=''Millville Muni'',,"""","MIV""= ""Millville Muni ""","""MIV""= ""Millville Muni """
MKC,Downtown,39.1275,-94.598889,,''MKC''=''Downtown'',,"""","MKC""= ""Downtown ""","""MKC""= ""Downtown """
MKE,General Mitchell Intl,42.947222,-87.896583,,''MKE''=''General Mitchell Intl'',,"""","MKE""= ""General Mitchell Intl ""","""MKE""= ""General Mitchell Intl """
MKG,Muskegon County Airport,43.1695,-86.2382,,''MKG''=''Muskegon County Airport'',,"""","MKG""= ""Muskegon County Airport ""","""MKG""= ""Muskegon County Airport """
MKK,Molokai,21.152886,-157.096256,,''MKK''=''Molokai'',,"""","MKK""= ""Molokai ""","""MKK""= ""Molokai """
MKL,Mc Kellar Sipes Rgnl,35.599889,-88.915611,,''MKL''=''Mc Kellar Sipes Rgnl'',,"""","MKL""= ""Mc Kellar Sipes Rgnl ""","""MKL""= ""Mc Kellar Sipes Rgnl """
MKO,Davis Fld,35.656489,-95.366656,,''MKO''=''Davis Fld'',,"""","MKO""= ""Davis Fld ""","""MKO""= ""Davis Fld """
MLB,Melbourne Intl,28.102753,-80.645258,,''MLB''=''Melbourne Intl'',,"""","MLB""= ""Melbourne Intl ""","""MLB""= ""Melbourne Intl """
MLC,Mc Alester Rgnl,34.882403,-95.783463,,''MLC''=''Mc Alester Rgnl'',,"""","MLC""= ""Mc Alester Rgnl ""","""MLC""= ""Mc Alester Rgnl """
MLD,Malad City,42.17,-112.289,,''MLD''=''Malad City'',,"""","MLD""= ""Malad City ""","""MLD""= ""Malad City """
MLI,Quad City Intl,41.448528,-90.507539,,''MLI''=''Quad City Intl'',,"""","MLI""= ""Quad City Intl ""","""MLI""= ""Quad City Intl """
MLJ,Baldwin County Airport,33.154225,-83.2414139,,''MLJ''=''Baldwin County Airport'',,"""","MLJ""= ""Baldwin County Airport ""","""MLJ""= ""Baldwin County Airport """
MLL,Marshall Don Hunter Sr. Airport,61.8646418,-162.026111,,''MLL''=''Marshall Don Hunter Sr. Airport'',,"""","MLL""= ""Marshall Don Hunter Sr. Airport ""","""MLL""= ""Marshall Don Hunter Sr. Airport """
MLS,Frank Wiley Field,46.428,-105.886,,''MLS''=''Frank Wiley Field'',,"""","MLS""= ""Frank Wiley Field ""","""MLS""= ""Frank Wiley Field """
MLT,Millinocket Muni,45.647836,-68.685561,,''MLT''=''Millinocket Muni'',,"""","MLT""= ""Millinocket Muni ""","""MLT""= ""Millinocket Muni """
MLU,Monroe Rgnl,32.510864,-92.037689,,''MLU''=''Monroe Rgnl'',,"""","MLU""= ""Monroe Rgnl ""","""MLU""= ""Monroe Rgnl """
MLY,Manley Hot Springs Airport,64.9975,-150.644167,,''MLY''=''Manley Hot Springs Airport'',,"""","MLY""= ""Manley Hot Springs Airport ""","""MLY""= ""Manley Hot Springs Airport """
MMH,Mammoth Yosemite Airport,37.624049,-118.837772,,''MMH''=''Mammoth Yosemite Airport'',,"""","MMH""= ""Mammoth Yosemite Airport ""","""MMH""= ""Mammoth Yosemite Airport """
MMI,McMinn Co,35.39919,-84.56177,,''MMI''=''McMinn Co'',,"""","MMI""= ""McMinn Co ""","""MMI""= ""McMinn Co """
MMU,Morristown Municipal Airport,40.79935,-74.4148747,,''MMU''=''Morristown Municipal Airport'',,"""","MMU""= ""Morristown Municipal Airport ""","""MMU""= ""Morristown Municipal Airport """
MMV,Mc Minnville Muni,45.194444,-123.135944,,''MMV''=''Mc Minnville Muni'',,"""","MMV""= ""Mc Minnville Muni ""","""MMV""= ""Mc Minnville Muni """
MNM,Menominee Marinette Twin Co,45.12665,-87.638443,,''MNM''=''Menominee Marinette Twin Co'',,"""","MNM""= ""Menominee Marinette Twin Co ""","""MNM""= ""Menominee Marinette Twin Co """
MNT,Minto Airport,65.143611,-149.37,,''MNT''=''Minto Airport'',,"""","MNT""= ""Minto Airport ""","""MNT""= ""Minto Airport """
MOB,Mobile Rgnl,30.691231,-88.242814,,''MOB''=''Mobile Rgnl'',,"""","MOB""= ""Mobile Rgnl ""","""MOB""= ""Mobile Rgnl """
MOD,Modesto City Co Harry Sham,37.625817,-120.954422,,''MOD''=''Modesto City Co Harry Sham'',,"""","MOD""= ""Modesto City Co Harry Sham ""","""MOD""= ""Modesto City Co Harry Sham """
MOT,Minot Intl,48.259378,-101.280333,,''MOT''=''Minot Intl'',,"""","MOT""= ""Minot Intl ""","""MOT""= ""Minot Intl """
MOU,Mountain Village Airport,62.0954,-163.682,,''MOU''=''Mountain Village Airport'',,"""","MOU""= ""Mountain Village Airport ""","""MOU""= ""Mountain Village Airport """
MPB,Miami Seaplane Base,25.7783,-80.1703,,''MPB''=''Miami Seaplane Base'',,"""","MPB""= ""Miami Seaplane Base ""","""MPB""= ""Miami Seaplane Base """
MPI,MariposaYosemite,37.3039,-120.0222,,''MPI''=''MariposaYosemite'',,"""","MPI""= ""MariposaYosemite ""","""MPI""= ""MariposaYosemite """
MPV,Edward F Knapp State,44.203503,-72.562328,,''MPV''=''Edward F Knapp State'',,"""","MPV""= ""Edward F Knapp State ""","""MPV""= ""Edward F Knapp State """
MQB,Macomb Municipal Airport,40.5200833,-90.6523889,,''MQB''=''Macomb Municipal Airport'',,"""","MQB""= ""Macomb Municipal Airport ""","""MQB""= ""Macomb Municipal Airport """
MQT,Sawyer International Airport,46.353611,-87.395278,,''MQT''=''Sawyer International Airport'',,"""","MQT""= ""Sawyer International Airport ""","""MQT""= ""Sawyer International Airport """
MRB,Eastern WV Regional Airport,39.2407,-77.591,,''MRB''=''Eastern WV Regional Airport'',,"""","MRB""= ""Eastern WV Regional Airport ""","""MRB""= ""Eastern WV Regional Airport """
MRI,Merrill Fld,61.213544,-149.844447,,''MRI''=''Merrill Fld'',,"""","MRI""= ""Merrill Fld ""","""MRI""= ""Merrill Fld """
MRK,Marco Islands,25.9950278,-81.6725278,,''MRK''=''Marco Islands'',,"""","MRK""= ""Marco Islands ""","""MRK""= ""Marco Islands """
MRN,Foothills Regional Airport,35.8202336,-81.6115119,,''MRN''=''Foothills Regional Airport'',,"""","MRN""= ""Foothills Regional Airport ""","""MRN""= ""Foothills Regional Airport """
MRY,Monterey Peninsula,36.587,-121.842944,,''MRY''=''Monterey Peninsula'',,"""","MRY""= ""Monterey Peninsula ""","""MRY""= ""Monterey Peninsula """
MSL,Northwest Alabama Regional Airport,34.7453,-87.6102,,''MSL''=''Northwest Alabama Regional Airport'',,"""","MSL""= ""Northwest Alabama Regional Airport ""","""MSL""= ""Northwest Alabama Regional Airport """
MSN,Dane Co Rgnl Truax Fld,43.139858,-89.337514,,''MSN''=''Dane Co Rgnl Truax Fld'',,"""","MSN""= ""Dane Co Rgnl Truax Fld ""","""MSN""= ""Dane Co Rgnl Truax Fld """
MSO,Missoula Intl,46.916306,-114.090556,,''MSO''=''Missoula Intl'',,"""","MSO""= ""Missoula Intl ""","""MSO""= ""Missoula Intl """
MSP,Minneapolis St Paul Intl,44.881956,-93.221767,,''MSP''=''Minneapolis St Paul Intl'',,"""","MSP""= ""Minneapolis St Paul Intl ""","""MSP""= ""Minneapolis St Paul Intl """
MSS,Massena Intl Richards Fld,44.935833,-74.845547,,''MSS''=''Massena Intl Richards Fld'',,"""","MSS""= ""Massena Intl Richards Fld ""","""MSS""= ""Massena Intl Richards Fld """
MSY,Louis Armstrong New Orleans Intl,29.993389,-90.258028,,''MSY''=''Louis Armstrong New Orleans Intl'',,"""","MSY""= ""Louis Armstrong New Orleans Intl ""","""MSY""= ""Louis Armstrong New Orleans Intl """
MTC,Selfridge Angb,42.608333,-82.8355,,''MTC''=''Selfridge Angb'',,"""","MTC""= ""Selfridge Angb ""","""MTC""= ""Selfridge Angb """
MTH,Florida Keys Marathon Airport,24.726111,-81.051389,,''MTH''=''Florida Keys Marathon Airport'',,"""","MTH""= ""Florida Keys Marathon Airport ""","""MTH""= ""Florida Keys Marathon Airport """
MTJ,Montrose Regional Airport,38.509794,-107.894242,,''MTJ''=''Montrose Regional Airport'',,"""","MTJ""= ""Montrose Regional Airport ""","""MTJ""= ""Montrose Regional Airport """
MTM,Metlakatla Seaplane Base,55.131111,-131.578056,,''MTM''=''Metlakatla Seaplane Base'',,"""","MTM""= ""Metlakatla Seaplane Base ""","""MTM""= ""Metlakatla Seaplane Base """
MUE,Waimea Kohala,20.001328,-155.668108,,''MUE''=''Waimea Kohala'',,"""","MUE""= ""Waimea Kohala ""","""MUE""= ""Waimea Kohala """
MUI,Muir Aaf,40.434811,-76.569411,,''MUI''=''Muir Aaf'',,"""","MUI""= ""Muir Aaf ""","""MUI""= ""Muir Aaf """
MUO,Mountain Home Afb,43.043603,-115.872431,,''MUO''=''Mountain Home Afb'',,"""","MUO""= ""Mountain Home Afb ""","""MUO""= ""Mountain Home Afb """
MVL,Morrisville Stowe State Airport,44.535,-72.614,,''MVL''=''Morrisville Stowe State Airport'',,"""","MVL""= ""Morrisville Stowe State Airport ""","""MVL""= ""Morrisville Stowe State Airport """
MVY,Martha\\'s Vineyard,41.391667,-70.615278,,''MVY''=''Martha\\'s Vineyard'',,"""","MVY""= ""Martha\\'s Vineyard ""","""MVY""= ""Martha\\'s Vineyard """
MWA,Williamson Country Regional Airport,37.7549569,-89.0110936,,''MWA''=''Williamson Country Regional Airport'',,"""","MWA""= ""Williamson Country Regional Airport ""","""MWA""= ""Williamson Country Regional Airport """
MWC,Lawrence J Timmerman Airport,43.1103889,-88.0344167,,''MWC''=''Lawrence J Timmerman Airport'',,"""","MWC""= ""Lawrence J Timmerman Airport ""","""MWC""= ""Lawrence J Timmerman Airport """
MWH,Grant Co Intl,47.207708,-119.32019,,''MWH''=''Grant Co Intl'',,"""","MWH""= ""Grant Co Intl ""","""MWH""= ""Grant Co Intl """
MWL,Mineral Wells,32.781606,-98.060175,,''MWL''=''Mineral Wells'',,"""","MWL""= ""Mineral Wells ""","""MWL""= ""Mineral Wells """
MWM,Windom Municipal Airport,43.9134017,-95.1094083,,''MWM''=''Windom Municipal Airport'',,"""","MWM""= ""Windom Municipal Airport ""","""MWM""= ""Windom Municipal Airport """
MXF,Maxwell Afb,32.382944,-86.365778,,''MXF''=''Maxwell Afb'',,"""","MXF""= ""Maxwell Afb ""","""MXF""= ""Maxwell Afb """
MXY,McCarthy Airport,61.4370608,-142.9030737,,''MXY''=''McCarthy Airport'',,"""","MXY""= ""McCarthy Airport ""","""MXY""= ""McCarthy Airport """
MYF,Montgomery Field,32.4759,117.759,,''MYF''=''Montgomery Field'',,"""","MYF""= ""Montgomery Field ""","""MYF""= ""Montgomery Field """
MYL,McCall Municipal Airport,44.889722,-116.101389,,''MYL''=''McCall Municipal Airport'',,"""","MYL""= ""McCall Municipal Airport ""","""MYL""= ""McCall Municipal Airport """
MYR,Myrtle Beach Intl,33.67975,-78.928333,,''MYR''=''Myrtle Beach Intl'',,"""","MYR""= ""Myrtle Beach Intl ""","""MYR""= ""Myrtle Beach Intl """
MYU,Mekoryuk Airport,60.3714,-166.271,,''MYU''=''Mekoryuk Airport'',,"""","MYU""= ""Mekoryuk Airport ""","""MYU""= ""Mekoryuk Airport """
MYV,Yuba County Airport,39.0553,-121.3411,,''MYV''=''Yuba County Airport'',,"""","MYV""= ""Yuba County Airport ""","""MYV""= ""Yuba County Airport """
MZJ,Pinal Airpark,32.509722,-111.325278,,''MZJ''=''Pinal Airpark'',,"""","MZJ""= ""Pinal Airpark ""","""MZJ""= ""Pinal Airpark """
N53,Stroudsburg-Pocono Airport,41.0358717,-75.1606789,,''N53''=''Stroudsburg-Pocono Airport'',,"""","N53""= ""Stroudsburg-Pocono Airport ""","""N53""= ""Stroudsburg-Pocono Airport """
N69,Stormville Airport,41.5769708,-73.7323514,,''N69''=''Stormville Airport'',,"""","N69""= ""Stormville Airport ""","""N69""= ""Stormville Airport """
N87,Trenton-Robbinsville Airport,40.2139444,-74.6017778,,''N87''=''Trenton-Robbinsville Airport'',,"""","N87""= ""Trenton-Robbinsville Airport ""","""N87""= ""Trenton-Robbinsville Airport """
NBG,New Orleans Nas Jrb,29.825333,-90.035,,''NBG''=''New Orleans Nas Jrb'',,"""","NBG""= ""New Orleans Nas Jrb ""","""NBG""= ""New Orleans Nas Jrb """
NBU,Naval Air Station,42.090556,-87.8225,,''NBU''=''Naval Air Station'',,"""","NBU""= ""Naval Air Station ""","""NBU""= ""Naval Air Station """
NCN,Chenega Bay Airport,60.077222,-147.991944,,''NCN''=''Chenega Bay Airport'',,"""","NCN""= ""Chenega Bay Airport ""","""NCN""= ""Chenega Bay Airport """
NEL,Lakehurst Naes,40.033333,-74.353333,,''NEL''=''Lakehurst Naes'',,"""","NEL""= ""Lakehurst Naes ""","""NEL""= ""Lakehurst Naes """
NFL,Fallon Nas,39.416584,-118.70098,,''NFL''=''Fallon Nas'',,"""","NFL""= ""Fallon Nas ""","""NFL""= ""Fallon Nas """
NGF,Kaneohe Bay Mcaf,21.450453,-157.768,,''NGF''=''Kaneohe Bay Mcaf'',,"""","NGF""= ""Kaneohe Bay Mcaf ""","""NGF""= ""Kaneohe Bay Mcaf """
NGP,Corpus Christi NAS,27.692701,-97.290376,,''NGP''=''Corpus Christi NAS'',,"""","NGP""= ""Corpus Christi NAS ""","""NGP""= ""Corpus Christi NAS """
NGU,Norfolk Ns,36.937644,-76.289289,,''NGU''=''Norfolk Ns'',,"""","NGU""= ""Norfolk Ns ""","""NGU""= ""Norfolk Ns """
NGZ,NAS Alameda,37.7861,-122.3186,,''NGZ''=''NAS Alameda'',,"""","NGZ""= ""NAS Alameda ""","""NGZ""= ""NAS Alameda """
NHK,Patuxent River Nas,38.285981,-76.411781,,''NHK''=''Patuxent River Nas'',,"""","NHK""= ""Patuxent River Nas ""","""NHK""= ""Patuxent River Nas """
NIB,Nikolai Airport,63.010833,-154.383889,,''NIB''=''Nikolai Airport'',,"""","NIB""= ""Nikolai Airport ""","""NIB""= ""Nikolai Airport """
NID,China Lake Naws,35.685422,-117.692039,,''NID''=''China Lake Naws'',,"""","NID""= ""China Lake Naws ""","""NID""= ""China Lake Naws """
NIP,Jacksonville Nas,30.235834,-81.680556,,''NIP''=''Jacksonville Nas'',,"""","NIP""= ""Jacksonville Nas ""","""NIP""= ""Jacksonville Nas """
NJK,El Centro Naf,32.829222,-115.671667,,''NJK''=''El Centro Naf'',,"""","NJK""= ""El Centro Naf ""","""NJK""= ""El Centro Naf """
NKT,Cherry Point Mcas,34.900872,-76.880733,,''NKT''=''Cherry Point Mcas'',,"""","NKT""= ""Cherry Point Mcas ""","""NKT""= ""Cherry Point Mcas """
NKX,Miramar Mcas,32.867694,-117.14175,,''NKX''=''Miramar Mcas'',,"""","NKX""= ""Miramar Mcas ""","""NKX""= ""Miramar Mcas """
NLC,Lemoore Nas,36.333012,-119.95208,,''NLC''=''Lemoore Nas'',,"""","NLC""= ""Lemoore Nas ""","""NLC""= ""Lemoore Nas """
NLG,Nelson Lagoon,56.0075,-161.160278,,''NLG''=''Nelson Lagoon'',,"""","NLG""= ""Nelson Lagoon ""","""NLG""= ""Nelson Lagoon """
NME,Nightmute Airport,60.471111,-164.700833,,''NME''=''Nightmute Airport'',,"""","NME""= ""Nightmute Airport ""","""NME""= ""Nightmute Airport """
NMM,Meridian Nas,32.552083,-88.555557,,''NMM''=''Meridian Nas'',,"""","NMM""= ""Meridian Nas ""","""NMM""= ""Meridian Nas """
NNL,Nondalton Airport,59.966944,-154.851667,,''NNL''=''Nondalton Airport'',,"""","NNL""= ""Nondalton Airport ""","""NNL""= ""Nondalton Airport """
NOW,Port Angeles Cgas,48.141481,-123.414075,,''NOW''=''Port Angeles Cgas'',,"""","NOW""= ""Port Angeles Cgas ""","""NOW""= ""Port Angeles Cgas """
NPA,Pensacola Nas,30.352656,-87.318647,,''NPA''=''Pensacola Nas'',,"""","NPA""= ""Pensacola Nas ""","""NPA""= ""Pensacola Nas """
NPZ,Porter County Municipal Airport,41.4539722,-87.0070833,,''NPZ''=''Porter County Municipal Airport'',,"""","NPZ""= ""Porter County Municipal Airport ""","""NPZ""= ""Porter County Municipal Airport """
NQA,Millington Rgnl Jetport,35.356667,-89.870278,,''NQA''=''Millington Rgnl Jetport'',,"""","NQA""= ""Millington Rgnl Jetport ""","""NQA""= ""Millington Rgnl Jetport """
NQI,Kingsville Nas,27.507223,-97.809723,,''NQI''=''Kingsville Nas'',,"""","NQI""= ""Kingsville Nas ""","""NQI""= ""Kingsville Nas """
NQX,Key West Nas,24.575834,-81.688889,,''NQX''=''Key West Nas'',,"""","NQX""= ""Key West Nas ""","""NQX""= ""Key West Nas """
NSE,Whiting Fld Nas North,30.724167,-87.021944,,''NSE''=''Whiting Fld Nas North'',,"""","NSE""= ""Whiting Fld Nas North ""","""NSE""= ""Whiting Fld Nas North """
NTD,Point Mugu Nas,34.120285,-119.12094,,''NTD''=''Point Mugu Nas'',,"""","NTD""= ""Point Mugu Nas ""","""NTD""= ""Point Mugu Nas """
NTU,Oceana Nas,36.820703,-76.033542,,''NTU''=''Oceana Nas'',,"""","NTU""= ""Oceana Nas ""","""NTU""= ""Oceana Nas """
NUI,Nuiqsut Airport,70.21,-151.005556,,''NUI''=''Nuiqsut Airport'',,"""","NUI""= ""Nuiqsut Airport ""","""NUI""= ""Nuiqsut Airport """
NUL,Nulato Airport,64.729444,-158.074167,,''NUL''=''Nulato Airport'',,"""","NUL""= ""Nulato Airport ""","""NUL""= ""Nulato Airport """
NUP,Nunapitchuk Airport,60.905833,-162.439167,,''NUP''=''Nunapitchuk Airport'',,"""","NUP""= ""Nunapitchuk Airport ""","""NUP""= ""Nunapitchuk Airport """
NUQ,Moffett Federal Afld,37.416142,-122.049139,,''NUQ''=''Moffett Federal Afld'',,"""","NUQ""= ""Moffett Federal Afld ""","""NUQ""= ""Moffett Federal Afld """
NUW,Whidbey Island Nas,48.351803,-122.655906,,''NUW''=''Whidbey Island Nas'',,"""","NUW""= ""Whidbey Island Nas ""","""NUW""= ""Whidbey Island Nas """
NXP,Twentynine Palms Eaf,34.296161,-116.162203,,''NXP''=''Twentynine Palms Eaf'',,"""","NXP""= ""Twentynine Palms Eaf ""","""NXP""= ""Twentynine Palms Eaf """
NXX,Willow Grove Nas Jrb,40.199833,-75.148167,,''NXX''=''Willow Grove Nas Jrb'',,"""","NXX""= ""Willow Grove Nas Jrb ""","""NXX""= ""Willow Grove Nas Jrb """
NY9,Long Lake,43.9750617,-74.42044,,''NY9''=''Long Lake'',,"""","NY9""= ""Long Lake ""","""NY9""= ""Long Lake """
NYC,All Airports,40.714167,-74.005833,,''NYC''=''All Airports'',,"""","NYC""= ""All Airports ""","""NYC""= ""All Airports """
NYG,Quantico Mcaf,38.501683,-77.305333,,''NYG''=''Quantico Mcaf'',,"""","NYG""= ""Quantico Mcaf ""","""NYG""= ""Quantico Mcaf """
NZC,Cecil Field,30.2187,-81.8767,,''NZC''=''Cecil Field'',,"""","NZC""= ""Cecil Field ""","""NZC""= ""Cecil Field """
NZJ,El Toro,33.676132,-117.731164,,''NZJ''=''El Toro'',,"""","NZJ""= ""El Toro ""","""NZJ""= ""El Toro """
NZY,North Island Nas,32.699219,-117.21531,,''NZY''=''North Island Nas'',,"""","NZY""= ""North Island Nas ""","""NZY""= ""North Island Nas """
O03,Morgantown Airport,40.1570414,-75.8704892,,''O03''=''Morgantown Airport'',,"""","O03""= ""Morgantown Airport ""","""O03""= ""Morgantown Airport """
O27,Oakdale Airport,37.7563333,-120.8001944,,''O27''=''Oakdale Airport'',,"""","O27""= ""Oakdale Airport ""","""O27""= ""Oakdale Airport """
OAJ,Albert J Ellis,34.829164,-77.612139,,''OAJ''=''Albert J Ellis'',,"""","OAJ""= ""Albert J Ellis ""","""OAJ""= ""Albert J Ellis """
OAK,Metropolitan Oakland Intl,37.721278,-122.220722,,''OAK''=''Metropolitan Oakland Intl'',,"""","OAK""= ""Metropolitan Oakland Intl ""","""OAK""= ""Metropolitan Oakland Intl """
OAR,Marina Muni,36.681878,-121.762347,,''OAR''=''Marina Muni'',,"""","OAR""= ""Marina Muni ""","""OAR""= ""Marina Muni """
OBE,County,27.265833,-80.851111,,''OBE''=''County'',,"""","OBE""= ""County ""","""OBE""= ""County """
OBU,Kobuk Airport,66.912222,-156.897222,,''OBU''=''Kobuk Airport'',,"""","OBU""= ""Kobuk Airport ""","""OBU""= ""Kobuk Airport """
OCA,Key Largo,25.325393,-80.274775,,''OCA''=''Key Largo'',,"""","OCA""= ""Key Largo ""","""OCA""= ""Key Largo """
OCF,International Airport,29.1725,-82.224167,,''OCF''=''International Airport'',,"""","OCF""= ""International Airport ""","""OCF""= ""International Airport """
OEB,Branch County Memorial Airport,41.9335691,-85.0522935,,''OEB''=''Branch County Memorial Airport'',,"""","OEB""= ""Branch County Memorial Airport ""","""OEB""= ""Branch County Memorial Airport """
OFF,Offutt Afb,41.118332,-95.912511,,''OFF''=''Offutt Afb'',,"""","OFF""= ""Offutt Afb ""","""OFF""= ""Offutt Afb """
